0.504793	0.771586
0.153737	0.912193
0.639953	0.652275
0.9284	0.780691
0.695586	0.785483
0.120725	0.955626
0.976462	0.0325405
0.492587	0.093528
0.162974	0.939473
0.111186	0.553643
0.86883	0.273808
0.087866	0.794679
0.825356	0.382029
0.311995	0.682963
0.12987	0.619154
0.00347586	0.437178
0.352402	0.229696
0.0543034	0.553526
0.0302927	0.270867
0.474345	0.0984998
0.121844	0.2007
0.242497	0.382656
0.672007	0.310842
0.0912089	0.614884
0.505448	0.439922
0.47589	0.778241
0.851643	0.501282
0.613076	0.980052
0.975689	0.909678
0.0807273	0.943754
0.0962397	0.575491
0.285372	0.379948
0.983624	0.800854
0.994702	0.669891
