0	-0.6
1	-0.68
2	-0.68
3	-0.84
4	-0.84
5	-0.84
6	-0.84
7	-0.92
8	-0.92
9	-0.92
10	-0.92
11	-0.92
12	-0.92
13	-0.92
14	-0.92
15	-0.92
16	-0.92
17	-0.92
18	-0.92
19	-0.92
20	-0.92
21	-0.92
22	-0.92
23	-0.92
24	-0.92
25	-0.92
26	-0.92
27	-0.92
28	-0.92
29	-0.92
30	-0.92
31	-0.92
32	-0.92
33	-0.92
34	-0.92
35	-0.92
36	-0.92
37	-0.92
38	-0.92
39	-1
40	-1
41	-0.92
42	-0.92
43	-0.92
44	-0.92
45	-0.92
46	-1
47	-1
48	-1
49	-1
50	-1
51	-1
52	-1
53	-1
54	-1
55	-1
56	-1
57	-1
58	-1
59	-1
60	-0.92
61	-0.92
62	-0.92
63	-0.92
64	-0.92
65	-0.92
66	-0.92
67	-1
68	-1
69	-1
70	-1
71	-1
72	-1
73	-1
74	-1
75	-1
76	-1
77	-1
78	-1
79	-1
80	-1
81	-1
82	-1
83	-1
84	-1
85	-1
86	-1
87	-1
88	-1
89	-1
90	-1
91	-1
92	-1
93	-1
94	-1
95	-1
96	-1
97	-1
98	-1
99	-1
100	-1
101	-1
102	-1
103	-1
104	-1
105	-1
106	-1
107	-1
108	-1
109	-1
110	-1
111	-1
112	-1
113	-1
114	-1
115	-1
116	-1
117	-1
118	-1
119	-1
120	-1
121	-1
122	-1
123	-1
124	-1
125	-1
126	-1
127	-1
128	-1
129	-1
130	-1
131	-1
132	-1
133	-1
134	-1
135	-1
136	-1
137	-1
138	-1
139	-1
140	-1
141	-1
142	-1
143	-1
144	-1
145	-1
146	-1
147	-1
148	-1
149	-1
150	-1
151	-1
152	-1
153	-1
154	-1
155	-1
156	-1
157	-1
158	-1
159	-1
160	-1
161	-1
162	-1
163	-1
164	-1
165	-1
166	-1
167	-1
168	-0.92
169	-0.92
170	-1
171	-1
172	-1
173	-1
174	-1
175	-1
176	-1
177	-1
178	-1
179	-1
180	-1
181	-1
182	-1
183	-1
184	-1
185	-1
186	-1
187	-1
188	-1
189	-1
190	-1
191	-1
192	-1
193	-1
194	-1
195	-1
196	-1
197	-1
198	-1
199	-1
